lab_method_name,lab_type,lab_csv_header,r-Modus_Soil_Test_v1,r-Modus_Soil_Test_v2,r-Analyte,f-Analyte,r-Extraction_Method,f-Extraction_Method,r-Measurement_Method,f-Measurement_Method,r-Unit_of_Measurement,f-Unit_of_Measurement_Default,r-Unit_of_Measurement_Alt,f-Unit_of_Measurement_Alt,r-UCUM_Unit_String-Unit_of_Measurement_Default,f-UCUM_Unit_String_Default,r-UCUM_Unit_String-Unit_of_Measurement_Alt,f-UCUM_Unit_String_Alt,lu-Modus_Soil_Test_v1 r-Modus_Soil_Test_v2,notes,internal_status,r-Lab,lu-lab_name r-Lab,lu-modus_id r-Modus_Soil_Test_v1,lu-modus_id r-Modus_Soil_Test_v2,lu-unit_of_measurement_name-r-Unit_of_Measurement_Alt,lu-Modus_Soil_Test_v2-r-Modus_Soil_Test_v1,example_test_result,modus_status
CEC,Soil,CEC,S-CEC.19,L_MODV2_SOIL_CEC_008,Cation Exchange Capacity,Cation Exchange Capacity,Calculation,Calculation,ICP-OES,ICP-OES,cmol/kg,cmol/kg,,meq/100g,cmol/kg,cmol/kg,,"cmol/kg, meq/(100.g)",S-CEC.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CEC.19,L_MODV2_SOIL_CEC_008,,L_MODV2_SOIL_CEC_008,,OpenTEAM - Suggested
DTPA-Cobalt,Soil,"DTPA-Cobalt,DTPA-Co",S-CO-DTPA.04,L_MODV2_SOIL_CO_003,Cobalt,Cobalt,DTPA,DTPA,ICP,ICP,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CO-DTPA.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CO-DTPA.04,L_MODV2_SOIL_CO_003,,L_MODV2_SOIL_CO_003,,OpenTEAM - Suggested
DTPA-Copper,Soil,"DTPA-Copper,DTPA-Cu",S-CU-DTPA.05,L_MODV2_SOIL_CU_002,Copper,Copper,DTPA,DTPA,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CU-DTPA.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CU-DTPA.05,L_MODV2_SOIL_CU_002,,L_MODV2_SOIL_CU_002,,OpenTEAM - Suggested
DTPA-Iron,Soil,"DTPA-Iron,DTPA-Fe",S-FE-DTPA.05,L_MODV2_SOIL_FE_003,Iron,Iron,DTPA,DTPA,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-FE-DTPA.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-FE-DTPA.05,L_MODV2_SOIL_FE_003,,L_MODV2_SOIL_FE_003,,OpenTEAM - Suggested
DTPA-Manganese,Soil,"DTPA-Manganese,DTPA-Mn",S-MN-DTPA.05,L_MODV2_SOIL_MN_002,Manganese,Manganese,DTPA,DTPA,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MN-DTPA.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MN-DTPA.05,L_MODV2_SOIL_MN_002,,L_MODV2_SOIL_MN_002,,OpenTEAM - Suggested
DTPA-Zinc,Soil,"DTPA-Zinc,DTPA-Zn",S-ZN-DTPA.05,L_MODV2_SOIL_ZN_002,Zinc,Zinc,DTPA,DTPA,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-ZN-DTPA.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-ZN-DTPA.05,L_MODV2_SOIL_ZN_002,,L_MODV2_SOIL_ZN_002,,OpenTEAM - Suggested
Excess Lime,Soil,Excess Lime,S-CACO3-1NHCL.24,,,Calcium Carbonate,,1.0 N HCl,,Observation,,none,,none,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-CACO3-1NHCL.24,,,,,
Fungi (Arbuscular Mycorrhizae and Saprophytes),Soil,Fungi:Bacteria,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
H2O-Boron,Soil,"H2O-Boron,Hot H2O-B",S-B-HW.05,L_MODV2_SOIL_B_004,Boron,Boron,Slurry,Slurry,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-B-HW.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-B-HW.05,L_MODV2_SOIL_B_004,,L_MODV2_SOIL_B_004,,OpenTEAM - Suggested
H2O-Molybdenum,Soil,"H2O-Molybdenum,Hot H2O-Moly",S-MO-HOTH2O.04,L_MODV2_SOIL_MO_022,Molybdenum,Molybdenum,Slurry,Slurry,ICP,ICP,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MO-HOTH2O.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MO-HOTH2O.04,L_MODV2_SOIL_MO_022,,L_MODV2_SOIL_MO_022,,OpenTEAM - Suggested
H3A Minerals aluminum,Soil,"H3A ICAP Aluminum,H3A Aluminum, ppm Al",S-AL-H3A.04,L_MODV2_SOIL_AL_010,Aluminum,Aluminum,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,[ppm],[ppm],,[ppm],S-AL-H3A.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-AL-H3A.04,L_MODV2_SOIL_AL_010,,L_MODV2_SOIL_AL_010,,OpenTEAM - Suggested
H3A Minerals ammonium,Soil,"H3A Ammonium, ppm NH4-N",S-NH4-H3A1.01.05,L_MODV2_SOIL_NH4N_003,Ammonium-Nitrogen,Ammonium-Nitrogen,H3A-1,H3A-1,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NH4-H3A1.01.05,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-NH4-H3A1.01.05,L_MODV2_SOIL_NH4N_003,,L_MODV2_SOIL_NH4N_003,,OpenTEAM - Suggested
H3A Minerals calcium,Soil,"H3A ICAP Calcium,H3A Calcium, ppm Ca",S-CA-H3A1.01.04,L_MODV2_SOIL_CA_014,Calcium,Calcium,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CA-H3A1.01.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-CA-H3A1.01.04,L_MODV2_SOIL_CA_014,,L_MODV2_SOIL_CA_014,,OpenTEAM - Suggested
H3A Minerals copper,Soil,"H3A ICAP Copper,H3A Copper, ppm Cu",S-CU-H3A1.01.04,L_MODV2_SOIL_CU_009,Copper,Copper,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CU-H3A1.01.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-CU-H3A1.01.04,L_MODV2_SOIL_CU_009,,L_MODV2_SOIL_CU_009,,OpenTEAM - Suggested
H3A Minerals iron,Soil,"H3A ICAP Iron,H3A Iron, ppm Fe",S-FE-H3A.04,L_MODV2_SOIL_FE_010,Iron,Iron,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,[ppm],[ppm],,[ppm],S-FE-H3A.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-FE-H3A.04,L_MODV2_SOIL_FE_010,,L_MODV2_SOIL_FE_010,,OpenTEAM - Suggested
H3A Minerals magnesium,Soil,"H3A ICAP Magnesium,H3A Magnessium, ppm Mg",S-MG-H3A1.01.04,L_MODV2_SOIL_MG_015,Magnesium,Magnesium,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MG-H3A1.01.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-MG-H3A1.01.04,L_MODV2_SOIL_MG_015,,L_MODV2_SOIL_MG_015,,OpenTEAM - Suggested
H3A Minerals manganese,Soil,"H3A ICAP Manganese,H3A Manganese, ppm Mn",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
H3A Minerals nitrate,Soil,"H3A Nitrate,H3A Nitrate, ppm NO3-N",S-NO3-H3A1.01.05,L_MODV2_SOIL_NO3N_008,Nitrate-Nitrogen,Nitrate-Nitrogen,H3A-1,H3A-1,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NO3-H3A1.01.05,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-NO3-H3A1.01.05,L_MODV2_SOIL_NO3N_008,,L_MODV2_SOIL_NO3N_008,,OpenTEAM - Suggested
H3A Minerals potassium,Soil,"H3A ICAP Potassium,H3A Potassium, ppm K",S-K-H3A1.01.04,L_MODV2_SOIL_K_019,Potassium,Potassium,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-K-H3A1.01.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-K-H3A1.01.04,L_MODV2_SOIL_K_019,,L_MODV2_SOIL_K_019,,OpenTEAM - Suggested
H3A Minerals sodium,Soil,"H3A ICAP Sodium,H3A Sodium, ppm Na",S-NA-H3A1.01.04,L_MODV2_SOIL_NA_009,Sodium,Sodium,H3A-1,H3A-1,ICP,ICP,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NA-H3A1.01.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-NA-H3A1.01.04,L_MODV2_SOIL_NA_009,,L_MODV2_SOIL_NA_009,,OpenTEAM - Suggested
H3A Minerals sulfur,Soil,"H3A ICAP Sulfur,H3A Sulfur, ppm S",S-S-H3A.04,"L_MODV2_SOIL_S_020,L_MODV2_SOIL_S_021",Sulfur,"Sulfur, Sulfur",H3A-1,"H3A-1, H3A-1",ICP-OES,"ICP-OES, ICP-OES",kg/ha,kg/ha,,"lb/ac, ppm",[ppm],[ppm],,"[lb_av]/[acr_us], [ppm]","S-S-H3A.04,S-S-H3A.04",this V1 test has two V2 methods associated with it - needs revision. From RegenAg Labs website,Need more info from lab,RegenAg Labs,RegenAg Labs,S-S-H3A.04,"L_MODV2_SOIL_S_020, L_MODV2_SOIL_S_021",,"L_MODV2_SOIL_S_020,L_MODV2_SOIL_S_021",,OpenTEAM - Suggested
H3A Minerals zinc,Soil,"H3A ICAP Zinc,H3A Zinc, ppm Zn",S-ZN-H3A1.01.04,L_MODV2_SOIL_ZN_008,Zinc,Zinc,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-ZN-H3A1.01.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-ZN-H3A1.01.04,L_MODV2_SOIL_ZN_008,,L_MODV2_SOIL_ZN_008,,OpenTEAM - Suggested
H3A Phosphorus inorganic,Soil,"H3A Inorganic Phosphorus,H3A Inorganic Phosphorus, ppm PO4-P",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
H3A Phosphorus organic,Soil,"H3A Organic Phosphorus,H3A Organic Phosphorus, ppm P",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
H3A Phosphorus total,Soil,"H3A Total Phosphorus,H3A Total Phosphorus, ppm P",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Hydrogen,Soil,Hydrogen,S-BS-H.19,L_MODV2_SOIL_HBS_001,Base Saturation - H,Base Saturation - H,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-H.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-H.19,L_MODV2_SOIL_HBS_001,,L_MODV2_SOIL_HBS_001,,OpenTEAM - Suggested
Hydrogen,Soil,"Hydrogen,M3-% H Sat",S-BS-H.19,L_MODV2_SOIL_HBS_001,Base Saturation - H,Base Saturation - H,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-H.19,From Lance's emailed spreadsheet - possible duplicate to another Hydrogen in this airtable,,RegenAg Labs,RegenAg Labs,S-BS-H.19,L_MODV2_SOIL_HBS_001,,L_MODV2_SOIL_HBS_001,,OpenTEAM - Suggested
M3-Aluminum,Soil,"M3-Aluminum,M3-Al",S-AL-M3.05,L_MODV2_SOIL_AL_012,Aluminum,Aluminum,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-AL-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-AL-M3.05,L_MODV2_SOIL_AL_012,,L_MODV2_SOIL_AL_012,,OpenTEAM - Suggested
M3-Base Saturation,Soil,"M3-Base Saturation,M3-% Base Sat",S-BS.19,L_MODV2_SOIL_BS_001,Base Saturation,Base Saturation,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,"%, cmol",%,%,,"%, cmol",S-BS.19,From Lance's emailed spreadsheet - possible duplicate to Base Saturation also in this airtable,,RegenAg Labs,RegenAg Labs,S-BS.19,L_MODV2_SOIL_BS_001,,L_MODV2_SOIL_BS_001,,OpenTEAM - Suggested
M3-Boron,Soil,"M3-Boron,M3-B",S-B-M3.04,L_MODV2_SOIL_B_017,Boron,Boron,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-B-M3.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-B-M3.04,L_MODV2_SOIL_B_017,,L_MODV2_SOIL_B_017,,OpenTEAM - Suggested
M3-Calcium,Soil,"M3-Calcium,M3-Ca",S-CA-M3.05,L_MODV2_SOIL_CA_021,Calcium,Calcium,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CA-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CA-M3.05,L_MODV2_SOIL_CA_021,,L_MODV2_SOIL_CA_021,,OpenTEAM - Suggested
M3-CEC,Soil,"M3-CEC,M3-CEC",S-CEC.19,L_MODV2_SOIL_CEC_008,Cation Exchange Capacity,Cation Exchange Capacity,Calculation,Calculation,ICP-OES,ICP-OES,cmol/kg,cmol/kg,,meq/100g,cmol/kg,cmol/kg,,"cmol/kg, meq/(100.g)",S-CEC.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CEC.19,L_MODV2_SOIL_CEC_008,,L_MODV2_SOIL_CEC_008,,OpenTEAM - Suggested
M3-Cobalt,Soil,"M3-Cobalt,M3-Co",S-CO-M3.04,L_MODV2_SOIL_CO_006,Cobalt,Cobalt,,Mehlich 3 ,ICP,ICP,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CO-M3.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CO-M3.04,L_MODV2_SOIL_CO_006,,L_MODV2_SOIL_CO_006,,OpenTEAM - Suggested
M3-Copper,Soil,"M3-Copper,M3-Cu",S-CU-M3.05,L_MODV2_SOIL_CU_014,Copper,Copper,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CU-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CU-M3.05,L_MODV2_SOIL_CU_014,,L_MODV2_SOIL_CU_014,,OpenTEAM - Suggested
M3-Iron,Soil,"M3-Iron,M3-Fe",S-FE-M3.05,L_MODV2_SOIL_FE_015,Iron,Iron,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-FE-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-FE-M3.05,L_MODV2_SOIL_FE_015,,L_MODV2_SOIL_FE_015,,OpenTEAM - Suggested
M3-Magnesium,Soil,"M3-Magnesium,M3-Mg",S-MG-M3.05,L_MODV2_SOIL_MG_022,Magnesium,Magnesium,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MG-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MG-M3.05,L_MODV2_SOIL_MG_022,,L_MODV2_SOIL_MG_022,,OpenTEAM - Suggested
M3-Manganese,Soil,"M3-Manganese,M3-Mn",S-MN-M3.05,L_MODV2_SOIL_MN_015,Manganese,Manganese,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MN-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MN-M3.05,L_MODV2_SOIL_MN_015,,L_MODV2_SOIL_MN_015,,OpenTEAM - Suggested
M3-Molybdenum,Soil,"M3-Molybdenum,M3-Moly",S-MO-M3.05,L_MODV2_SOIL_MO_014,Molybdenum,Molybdenum,,Mehlich 3 ,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MO-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MO-M3.05,L_MODV2_SOIL_MO_014,,L_MODV2_SOIL_MO_014,,OpenTEAM - Suggested
M3-Phosphate,Soil,"M3-Phosphate,M3-PO4",S-P-M3.01.03,L_MODV2_SOIL_P_032,Phosphorus,Phosphorus,,Mehlich 3 ,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-P-M3.01.03,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-P-M3.01.03,L_MODV2_SOIL_P_032,,L_MODV2_SOIL_P_032,,OpenTEAM - Suggested
M3-Phosphorus,Soil,"M3-Phosphorus,M3-P",S-P-M3.04,L_MODV2_SOIL_P_033,Phosphorus,Phosphorus,,Mehlich 3 ,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-P-M3.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-P-M3.04,L_MODV2_SOIL_P_033,,L_MODV2_SOIL_P_033,,OpenTEAM - Suggested
M3-Potassium,Soil,"M3-Potassium,M3-K",S-K-M3.06,,,Potassium,,Mehlich 3 ICP,,AES,,mg/kg,,"mg/kg, ppm, meq/100 g, cmol/kg, lb/ac, kg/ha",mg/kg,mg/kg,,"mg/kg, [ppm], meq/(100.g), cmol/kg, [lb_av]/[acr_us], kg/har",,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-K-M3.06,,,,,
M3-Sodium,Soil,"M3-Sodium,M3-Na",S-NA-M3.05,L_MODV2_SOIL_NA_013,Sodium,Sodium,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NA-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-NA-M3.05,L_MODV2_SOIL_NA_013,,L_MODV2_SOIL_NA_013,,OpenTEAM - Suggested
M3-Sulfur,Soil,"M3-Sulfur,M3-S",S-S-M3.05,L_MODV2_SOIL_S_026,Sulfur,Sulfur,,Mehlich 3 ,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-S-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-S-M3.05,L_MODV2_SOIL_S_026,,L_MODV2_SOIL_S_026,,OpenTEAM - Suggested
M3-Zinc,Soil,"M3-Zinc,M3-Zn",S-ZN-M3.05,L_MODV2_SOIL_ZN_015,Zinc,Zinc,,Mehlich 3 ,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-ZN-M3.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-ZN-M3.05,L_MODV2_SOIL_ZN_015,,L_MODV2_SOIL_ZN_015,,OpenTEAM - Suggested
"Macroaggregates, 2 mm – 0.25 mm (%)",Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Magnesium,Soil,"Magnesium,% Mg Sat",S-BS-MG.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MGBS_001,,OpenTEAM - Suggested
Magnesium,Soil,"Magnesium,M3-% Mg Sat",S-BS-MG.19,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,From Lance's emailed spreadsheet - possible duplicate to another Magnesium in this spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-MG.19,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MGBS_001,,OpenTEAM - Suggested
"Microaggregates, 0.25 mm – 0.053 mm (%)",Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Moisture,Soil,Moisture,S-MOIST-GRAVAR.15,,,Moisture,,Gravimetric (As-received),,Mass Change,,%,,"%, in/ft, in/depth, g/kg",%,%,,"%, [in_i]/[ft_i], g/kg",,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MOIST-GRAVAR.15,,,,,
N-Acetylglucosaminidase (NAG),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
NH4OAc-Calcium,Soil,"NH4OAc-Calcium,NH4OAc-Ca",S-CA-NH4AC.05,L_MODV2_SOIL_CA_003,Calcium,Calcium,Ammonium Acetate,Ammonium Acetate,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CA-NH4AC.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-CA-NH4AC.05,L_MODV2_SOIL_CA_003,,L_MODV2_SOIL_CA_003,,OpenTEAM - Suggested
NH4OAc-Magnesium,Soil,"NH4OAc-Magnesium,NH4OAc-Mg",S-MG-NH4AC.05,L_MODV2_SOIL_MG_002,Magnesium,Magnesium,Ammonium Acetate,Ammonium Acetate,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MG-NH4AC.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-MG-NH4AC.05,L_MODV2_SOIL_MG_002,,L_MODV2_SOIL_MG_002,,OpenTEAM - Suggested
NH4OAc-Potassium,Soil,"NH4OAc-Potassium,NH4OAc-K",S-K-NH4AC.05,,,Potassium,,Ammonium Acetate,,"""ICP, AAS""",,mg/kg,,"mg/kg, ppm, meq/100 g, cmol/kg, lb/ac, kg/ha",mg/kg,mg/kg,,"mg/kg, [ppm], meq/(100.g), cmol/kg, [lb_av]/[acr_us], kg/har",,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-K-NH4AC.05,,,,,
NH4OAc-Sodium,Soil,"NH4OAc-Sodium,NH4OAc-Na",S-NA-NH4AC.05,L_MODV2_SOIL_NA_001,Sodium,Sodium,Ammonium Acetate,Ammonium Acetate,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NA-NH4AC.05,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-NA-NH4AC.05,L_MODV2_SOIL_NA_001,,L_MODV2_SOIL_NA_001,,OpenTEAM - Suggested
Olsen-Phosphate,Soil,"Olsen-Phosphate,Olsen P",S-P-BIC.01.03,L_MODV2_SOIL_P_045,Phosphorus,Phosphorus,Sodium Bicarbonate,Sodium Bicarbonate,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-P-BIC.01.03,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-P-BIC.01.03,L_MODV2_SOIL_P_045,,L_MODV2_SOIL_P_045,,OpenTEAM - Suggested
Organic Matter (LOI %),Soil,"Organic Matter, % LOI",S-SOM-LOI.15,L_MODV2_SOIL_OM_004,Organic Matter,Organic Matter,Loss on Ignition (LOI),Loss on Ignition (LOI),Gravimetric,Gravimetric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SOM-LOI.15,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,,L_MODV2_SOIL_OM_004,,OpenTEAM - Suggested
pH,Soil,"1:1 Soil pH,Soil pH 1:1",S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,pH,pH,Slurry,Slurry,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-1:1.02.07,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,,L_MODV2_SOIL_PH_005,,OpenTEAM - Suggested
Phosphodiesterase (PHD),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Potassium,Soil,"Potassium,% K Sat",S-BS-K.19,L_MODV2_SOIL_KBS_001,Base Saturation - K,Base Saturation - K,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-K.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-K.19,L_MODV2_SOIL_KBS_001,,L_MODV2_SOIL_KBS_001,,OpenTEAM - Suggested
Potassium,Soil,"Potassium,M3-% K Sat",S-BS-K.19,L_MODV2_SOIL_KBS_001,Base Saturation - K,Base Saturation - K,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-K.19,From Lance's emailed spreadsheet - possible duplicate to another Potassium in this spreadsheet,,RegenAg Labs,RegenAg Labs,S-BS-K.19,L_MODV2_SOIL_KBS_001,,L_MODV2_SOIL_KBS_001,,OpenTEAM - Suggested
POXC (mg kg-1 soil),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Protozoa,Soil,Protozoa Biomass,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Regen Ag Lab Certified Score,Soil,Soil Health Calculation,,,,,,,,,,,,,,,,,,Scored value unique to RegenAg. From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
